Genre,Lyrics
Hip-Hop,"feat. El Shaber [AZ] Yeah.. this is it right here.. this defines me.. Turn my mic up.. let's do it, let's do it.. Spirit of Marcus Garvey, Farad Muhammad Medgar Evars and Bob Marley, I'm God-Body The scripture says Allah's inside me, show love I was hugged by the arms of Gandhi, gave me my strength You could tell somebody raised me with sense We all need somethin to help us through our daily events Bear with me; the toughest niggaz tear quickly No lie - pops still cry and he near fifty - freedom or death I give niggaz a reason to sweat, there's no test Verbally it's like I'm seen as the best, who want to try me? (Yeahhhhhhh, yeah-e-yeah.. I'm back!) [AZ] Sent to express grace separate the weaker niggaz is the best way, fuck how y'all feel y'all cowards now fuckin with real I return like McGrady got caught with a pill, let's get it poppin I move like a nigga coppin I know the stress from the streets when I was diddy-boppin Playin the corners face to face with the faces of mourners It's hard to trace the informers until it's too late, Jake (?) The focus is back, I play a part in this culture of rap Bought some whips so I relate on how these vultures attack Flippin and runnin, double-park, rippin up summons How many niggaz hittin twin sisters and flippin they cousins? Call it finesse, the game give it all I possess Nothin changed, I'ma ball to the death (Yeahhhhhhh, yeah-e-yeah.. I'm back!) [El Shaber] Yeah, that's right Show these cats how we do this here nigga I'm like a, rose in the desert but how can one grow without rain? How can one experience happiness without pain? And how could I fall to the violence of hell and still remain sane? And how could I still remain on top of my game? When both the black and white devils seek the power to rebel Seek to defy my radiance, I shift gears to another level I'm focused, but it's like I'm playin a cold hand of spades I got a lot of hearts, but these fools tryin to cut me and I'm tired of these jokers Vengeance is mine, I plague the whole planet with locusts I survived the mayhem, my advantage I've been the brokest I wasn't drugged and inhaled by all the smokers Then I became the love absorbed by all the cultures I can't trust women because my heart was scorned It's hard to trust yo' comrades, when yo' heart was torn One-nine-seven-oh the God was born.. (Yeahhhhhhh, yeah-e-yeah.. I'm back!)"
Hip-Hop,"I have no visual... No wait... Wait a minute I see... Jesus Christ, it's huge! Wait slow down and wait for backup I gotta get a closer look. I repeat wait for backup I gotta get a closer look. No John!! I gotta see... Jesus Christ, it's amazing!! I'm gonna go closer, I'm goin' closer. Wait... Wait a second... I've lost control. I'm going to enter the Dru I repeat ima have to enter the Dru."
Hip-Hop,"[Intro] Like fuck what you heard, nigga, Zoo Gang winnin', baby 1738 [Hook] 'Fore a nigga ever got a job, I got a gun, nigga Only if you hear ""whoop whoop"" then you run, nigga Reppin' 22nd, screamin', ""Fuck where you from, nigga"" All hundreds, never 1s, nigga 'Fore a nigga ever got a job, I got a gun, nigga Only if you hear ""whoop whoop"" then you run, nigga Reppin' 22nd, screamin', ""Fuck where you from, nigga"" All hundreds, never 1s [Verse 1] I'm a trap nigga, all I know is stack I hit the plug up, then get right at it Vacuums suck the drugs up, bitch you ain't trappin' They know that I'm gettin' bucks now and Monty causing havoc You niggas broke in the mud now, I don't give a fuck now Tell me what is what now, you can catch a slug now ZooGang gettin' drugged out, memories what this war 'bout I just left the club now, this bitch had me bugged out Fuck her on the rug now, fuck her in the tub now Fuck her in the shower I just popped a perc, man I've been fuckin' her for hours Bring a lot of water, took a bowl up on this ladder Bitch tryna fall in love now, bitch tryna give me a rub down I just got the drop from your bitch, my niggas gon' run down Runner be puttin' his gun down, this ain't what you want now Shoot him, I'm leavin' him slumped now Scary you know they gon' run down ZooGang niggas, they know yahhhhh [Hook] 'Fore a nigga ever got a job, I got a gun, nigga Only if you hear ""whoop whoop"" then you run, nigga Reppin' 22nd, screamin', ""Fuck where you from, now, baby"" All hundreds, never 1s, now 'Fore a nigga ever got a job, I got a gun, nigga Only if you hear ""whoop whoop"" then you run, nigga Reppin' 22nd, screamin', ""Fuck where you from, now, baby"" All hundreds, never 1s, now"
Hip-Hop,"I knew a girl name tanesha from the bronx Grew up in castle hill with two nieces and her aunt Her moms and her sister, everyday and night moms Tucked her in and kissed her hugging her tight singing this song (AWW MY LITTLE GIRL) She was born on october 22, right down in houston texas From two parents living reckless The day she was born the doctor covered her warm Placed her in her mothers arms, tears rang out while moms sing out (AWW MY LITTLE GIRL) When she was three moved to n.y.c. Pops got sent up north did a one to three stretch Moms all alone struggling for paper Her daughters can't eat had to borrow from they neighbors (AWW MY LITTLE GIRL) Age five life lop side that's when her pops died And moms crying, still trying all alone in this world No money and two girls of course The sad reality of a black girl lost and singing (AWW MY LITTLE GIRL) Age twelve she think she's a grown woman Now she in the streets late nights on her own mission I met her summer '08 front of her aunt's building Her moms looking out the window telling her to get in, screaming out (AWW MY LITTLE GIRL) 13th birthday here come the problem Nesha fell for some kid name phillip from harlem Introduce him to moms her moms ain't like him So she ran away from home her and her moms kept fighting moms singing (AWW MY LITTLE GIRL) Thirteen still a youngin' out on her own On the streets dummin' out of her zone Choose man over her mother left out of her home In the back of her mind she still hear her mom cryin' singing (AWW MY LITTLE GIRL) Fourteen still hustling nesha got pregnant Phillip found out that's when relationship ended Ain't it sad cause the dude knew that he trapped her She can't leave tangle in his rapture. (AWW MY LITTLE GIRL) Late night nesha slept in the lobby Either pitch for somebody or, tricking her body Back to hustling her face got slit in a robbery In the hospital all she can think of was mommy screaming (AWW MY LITTLE GIRL) Now it's nesha and her baby tara She sworn to raise her baby proper and show the way One day look at her daughter saw her splitting image Seen herself through her child, she cried watching her smile singing (AWW MY LITTLE GIRL) Fifth-teen year old dope fiend, part-time mom Use the money in stash from her part-time job See her child-hood days was gone she realize living was hard Late night singing her song and saying (AWW MY LITTLE GIRL) What could she do? no place to sleep, no food to eat She wanna go home and leave this alone Bumped into her mom laraine on edgecomb Moms hugged her and embraced her thank god that he saved her. (AWW MY LITTLE GIRL) Late night on february 9th Nesha trippin' in her sleep can't make it through the night Asking god to come take her from this life And forgive her for her sins and the taking of her life screaming (AWW MY LITTLE GIRL) She can't take it now ran into the kitchen Grabbed a knife; on the edge her bed constipating how She could replace her life from all this pain So she slit her daughters throat........"
Hip-Hop,"DJ Premier] Word up Aiyyo Rome' (yo) Yo life ain't what it's cracked up to be these days, why'knahmean? [Rome] Word! Knahmsayin? Life hard out this muh'fucker, why'knahmsayin? [DJ Premier] So you gotta make the best of a bad situation, and hold your head [Rome] Know what I'm sayin? You gotta progress through the struggle man [Chorus] [Guru] In this life.. (ohhh, this life) [DJ P] ""You better wake up"" [Guru] In this life.. (talkin bout this life) [DJ P] ""are-are-Remember this"" [Guru] In this life.. (whoah-ohhh) [DJ P] ""S-S-Survival of the fittest"" -> Nas [Guru] In this life.. [DJ P] ""I go all out"" - ""why'knahmsayin?"" [Verse One: Guru] From New York to Cali it remains the same Bitch niggaz always want to go against the grain The strong will survive, the weak shall perish Why'all need more courage, I keep why'all nourished Get in line, I let you know right now You need to slow right down or you get blown right now From what I see it's systematic how we push to addicts Demographics make the street life hell or drastic In the hood we see oppressive genocide 'Cause if it's on it's on, you know at least 10 men'll ride But on the other side, corruption runs deep I'm aware of the conspiricies, discussion is brief They're building more prisons, spendin less on schools On the block Smith & Wess-ons and Teflons rule It's hard to escape it, certain laws are sacred In this life my nigga, it's mad hard to make it [Chorus] [Guru] In this life.. [Dogg] Money is key [Dogg] And everybody you see ain't what they claim to be [Guru] In this life.. [Dogg] I try to do right [Dogg] I live a treacherous life, I know I ain't right, mm [Guru] In this life.. [Dogg] You got to keep on [Dogg] You got to be strong, you got to hold on [Guru] In this life, heh, I come in peace [Guru] But still yo, I come from the streets [Verse Two: Snoop Dogg] This one's for my sons and my lil' daughter Peace to JMJ and my nigga Headquarters A +GangStarr+ with a gangster, on a mission World +Premier+, limited edition My mind keeps driftin cause I haven't had a spliff in A long time, I'm doin fine, I feel teriffic I bop up the street, see-walk to the beat It's cold outdoors, so I got to keep some heat I never know when a cutthroat gon' try to test me Disrespect me, things could get messy Yes he, shoot a good game, like James I mean Jesse, watch out nigga, heavens to Betsies The big drum beater With a car full of heaters and some fly senoritas In some Stacy's or some Chucks, cause I gotsta keep it G'd up Run up on the Dogg man you bound to get beat up [Chorus] [Guru] In this life.. (ohhh, this life, I'm tryin to make it better) [DJ P] ""You better wake up"" [Guru] In this life.. (I won't have to struggle no mo', no I won't) [DJ P] ""are-are-Remember this"" [Guru] In this life.. (ohhh, this life, this life) [DJ P] ""S-S-Survival of the fittest"" -> Nas [Guru] In this life.. (tryin to make it better, yes I am) [Outro: Uncle Reo] Ooooohhh, talkin bout this life Whoahhhhh, this life, this life..."
Hip-Hop,"[Chorus] Wait a minute don't you hear me baby It's gonna be alright we don't have to fight Yea Yea Yea Yea, Yea Yea Yea Yeeeaaa Yea Wait a minute don't you hear me baby It's gonna be alright we don't have to fight Yea Yea Yea Yea, Yea Yea Yea Yeeeaaa Yea My pager rings, I pick it up and you tellin me that your girl peeped me In my Range Rover Rollin down the ave pumpin out my new hits I think to myself it's cool, so I keep reading And it's you sayin that she saw me cheatin Now I'm all confused baby Then I get a grip it's just a little thing that I'm dealin with Why she hatin on me? I don't really know what this is all about But I'm finding out Then my mind wanders Start thinking back at the party When she was all up in my face And up on me And grabbing on my arm and telling me things like how she was the bomb Now for me it's clearer, that instead of you You don't see the truth but she wants me near her [Chorus] Now don't believe a thing your girl say She wants to have what you have all it is is jealousy baby put your trust in me She really wants to ride my pony But you're the one I'm giving it you're the one I'm living with Giving all my stuff and shit So why you want to doubt our love Don't let her break our world Before you question me you need to check your girl She done dished out more then she can take And her ass can't handle it But you're my woman and we're one And I'm not having it But it's alright, yes it's ok I'm sure you believe in me and I'm sure you can see the truth in me baby [Chorus] [Repeat: x 2] Fellas, wave your hands if you know what I'm talkin bout Girls, come to G, if you all are feelin me [Repeat: x 2] Fellas, pump your fist if you know what I'm talkin bout Girls, come to G, if you want to get with me [Chorus]"
Hip-Hop,"Diamonds on my damn chain It ain't hard to tell Diamonds on my damn chain Diamonds on my damn chain I'm like ooh daddy, I see you do the damn thang Got my vote, I'm feelin' your campaign I like you but I really like your damn chain Diamonds on my damn chain Diamonds on my damn chain It kinda explains the way she be actin' She liked my necklace so she started relaxin' Now that's what the fuck I call a chain reaction Yo, you think they like me now, wait until the light hit me I bet the house somebody girl spend the night with me They gotta love it, if not, then I guess they haters This kinda necklace'll turn on the investigators They ain't got one problem with this Square face watch look like Sponge Bob on the wrist One white, one gold, one nice, untold You can look but don't touch, guns might unload, now I respect them thugs who get the jackin' on But we squeeze set every slug that we be packin's long You boy got the drug money we be stacking on Lotta carrots, not the one's Bugs Bunny snackin' on Got 'em, get 'em close and lookin' like I scooped up The Titanic chain from the bottom of the ocean I play them diamonds well when I got that jewelery on They should call me Parot Jeter, maybe Canary Bonds Diamonds on my damn chain Diamonds on my damn chain I'm like ooh daddy, I see you do the damn thang Got my vote, I'm feelin' your campaign I like you but I really like your damn chain Diamonds on my damn chain Diamonds on my damn chain It kinda explains the way she be actin' She liked my necklace so she started relaxin' Now that's what the fuck I call a chain reaction Damn, what happened? He's blindin' everybody Hey ,it must be Jeezy out shinin' everybody (Yup) Ready for the show, you can call me the light man (Diamonds on my damn chain) You can call me the bright man See I don't do brightless, I do, AP's Yeah, I spend G's on all these VV's Blowin' on chief, yeah, I got it from Harlem 12 carrot pinky ring, shit, I got it from Robert Step it up a notch, iced out ski mask Places in the projects to hide my weed stash Dominican chick, shit, I got her from Fab Yellow stones in my chain so I call it the cab Diamonds on my damn chain Diamonds on my damn chain I'm like ooh daddy, I see you do the damn thang Got my vote, I'm feelin' your campaign I like you but I really like your damn chain Diamonds on my damn chain Diamonds on my damn chain It kinda explains the way she be actin' She liked my necklace so she started relaxin' Now that's what the fuck I call a chain reaction Yo, maybe it's them VV's, 'cause they sets Susters' Sit on the next bus like that show on MTV The wings on the chain, make a nigga fly like the wings on a plane When you're sitting in between 'em They hittin' when you clean 'em, glitenin' when you seen 'em Beemin' through the tints when I'm sitting in the phenom Oops, I mean Phantom, my words got tangled man But this tiger stripe watch, make you bitch a Bangles' fan We all know Jacob, check the shit he did We spent more time making the band than Diddy did You feel my campaign, then drop your old spouse I'm out in DC, at the white and gold house (White and gold house) Wanna convince me love? Secret service Me with some of that Lewinsky love She saw the chain, gave me brain, no strain ever since Now that's what the fuck I call a good chain of events, nigga Diamonds on my damn chain Diamonds on my damn chain I'm like ooh daddy, I see you do the damn thang Got my vote, I'm feelin' your campaign I like you but I really like your damn chain Diamonds on my damn chain Diamonds on my damn chain It kinda explains the way she be actin' She liked my necklace so she started relaxin' Now that's what the fuck I call a chain reaction Diamonds on my damn chain It ain't hard to tell"
Hip-Hop,"Porsches, Lambs, all with my hands Mansions expand, haters don't understand All the work I been putting in Now it's raining bricks Big Porsche, big Lambs, all with my hands Haters don't understand You ain't notice all the work I was putting in Nigga please, I'm a G, you a sucka Baby look at me and tell me what you in this truck for $pitta brings Chevys out all summer Winter I'm a slam in the H1 Hummer 95 Air Max, dope runners Shows every night, hella racks, doing numbers Homie asks where y'all was at when it was struggling You was playing the back, you was hiding from it You ain't want nothing, now you got nothing While I'm smoking on an onion, counting something Out yacht shopping, boat hunting, car lot copping Call me if you want something Porsches, Lambs, all with my hands Mansions expand, haters don't understand You ain't notice all the work I was putting in Underground in the kitchen, now it's raining bricks Bitch, Porsches, Lambs, all with my hands Mansions expand, haters don't understand You ain't notice all the work I was putting in Underground in the kitchen Hoe what? I'm out your league Smoking dolo, don't come talking to me Focused on money, baby I can't see No future in we, mama we can't be I pledge allegiance to God and green THC in the oxygen that I breathe New Year's Eve is choppers by the trees Bring it in safe, please you know how it be Realer than TV, listen to OG's Stack dope before me then passed down Rollies To new breeds, this tradition What have you been in? Motherfucker you don't know me, you kiddin' Porsches, Lambs, all with my hands Mansions expand, haters don't understand You ain't notice all the work I was putting in Underground in the kitchen, now it's raining bricks Bitch, Porsches, Lambs, all with my hands Mansions expand, haters don't understand You ain't notice all the work I was putting in Underground in the kitchen, now it's raining bricks bitch"
Hip-Hop,"Bomb ass pussy Ma ooh you got that bomb, know you got it Ma ooh, you got some bomb ass pussy Ma I know you got that bomb bomb pussy (Whachu doin?) Nothing chillin at the Holidae In (Who you wit?) Me and my peeps won't you bring four of your friends (What we gon' do?) Feel on each other and sip on some Hen One thing leading to another let the party begin (Whachu doin?) Nothing chillin at the Holidae In (Who you wit?) Me and my peeps won't you bring four of your friends (What we gon' do?) Feel on each other and sip on some Hen One thing leading to another let the party begin Peeps call me upphone ringsaid it's a ho-tel party Just bring the liquor there's already eight shawties I'm on my way (way) let me stop by the store Get a 12 pack of Corona, plus an ounce of 'dro, ya know? Now I'm on Highway 2-7 need a natural graze road I'm already blowed, hit third I'm a be be blowed some mo' Pulled up, stop parked, rims still spinning Valet look like he in the game and must be winning To room 490 I'm headed, on my way up There's three girls on the elevator like ""wassup"" I told em follow me they knew I had it cracking B One said ""ain't you that boy that be on BET?"" ""Ya that's me, Ching-a-ling equipped wit much ding-a-ling"" Knock on the door I'm on the scene of things Busted in, Henny bottle to the face Fuck it then, feel like my head a toxic waste There's some pretty girls in herre, I heard em whispering Talking bout ""that's that dude that sing 'Right Thurr' he glistening"" I ain't come to talk (talk) I ain't come to sit (sit) What I came for was to find out who I'm gon hit, aww shit (Whachu doin?) Nothing chillin at the Holidae In (Who you wit?) Me and my peeps won't you bring four of your friends (What we gon' do?) Feel on each other and sip on some Hen One thing leading to another let the party begin Ma showed up like ""what's the hold up?"" Man know what get them wraps and roll up I took a chick in the bathroom seeing what's poppin You know what's on my mind, shirts off and panties dropping Niggaz knocking on the door drunk, and silly The girl said ""can I be in yo video"" I'm like ""yeah!"", ""oh really?"" Now she naked strip teasing, me I'm just cheesing She gave me a reason to be a damn heathen Handled that, told ol' G, bring tha camera Then I thought about, no footage while I ram her Walked out the bathroom smiling, cats still whiling Sharing the next room wit some girls lookin like they from an island (Whachu doin?) Nothing chillin at the Holidae In (Who you wit?) Me and my peeps won't you bring four of your friends (What we gon' do?) Feel on each other and sip on some Hen One thing leading to another let the party begin Stop, drop, KABOOM!, baby rub on ya nipples Some call me Ludacris, some call me Mr. Wiggles Far from little, make ya mammary glands giggle Got 'em under control, the bowl of tender biddles Doc-tor giggles, I can't stop until it tickles Just play a little ""D"" and I'll make ya mouth dribble Bits and Kibbles, got 'em all after the pickle I swing it like a bat, but these balls are not whiffle Hit 'em in triples, wit no strikes, stripes, or whistles I ain't felt this good, since my wood lived off a thistle Sippin' some ripple, I got quarters, dimes, and nickels For shizzle dizzle, I'm on a track with the Big Snoop Dizzle Let the Henny trickle, down the beat, wit a ghetto tempo I done blazed the instrumental, laid it plain and simple Getting brain in the rental, I done did it again My eyes chinky, I'm wit Chingy, at the Holidae In (Whachu doin?) Nothing chillin at the Holidae In (Who you wit?) Me and my peeps won't you bring four of your friends (What we gon' do?) Feel on each other and sip on some Hen One thing leading to another let the party begin Yeah, let the party begin, bitch Ching-a-ling Ling, all the way in St. Louis My nigga Chingy, Disturbing Tha Peace Luda, Luda, going hard on you hoes Yeah bitch, bring four of ya friends Meet me at the Holidae In Bring a gang of that Hen, some DSOP Oh wee, and light that sticky icky And we gone do the damn thing Now what I'm talking bout We gon' disturb the peace right now Yeah we ain't doing nothing but chillin We chillin' and nuttin' Know what I'm talking bout, so push the button You know what's happenin', fa shizzle, uh huh Yeah bitch, trying to run from this pimpin' You can't out run the pimpin' bitch, I done told you"
Hip-Hop,"Yeah Guess who it is Aayo Dre I think they in trouble Scott Storch why you have to do it like this to 'em? Feels like a new day Listen Now every time I come in, I hit ya niggas with shit Regardless, you get retarted and then niggas ain't got a clue On how the fuck I do what I do or say what I say And spit what I spit, you ain't never even gotta question who 'Cause you know that I'm the only nigga that could ever come And spitefully turn the place into a muthafuckin' zoo Than I come in, I still go crazy sh sh sh shit Ma, ma, ma, makin' n, ni, ni niggas do exactly what I want 'em to From my point of view instead of tryin' to step up You still tryin' to play catch up and keep up with the way ya nigga grew These niggas panic and frett and get schizophrenic And let they emotions out and I doubt they could ever touch my crew Take a second, check it, I reckon my records are better than Whatever record you recorded that why your shit is through You fuckin' idiot I don't think you get it I'm one of the greatest ever period every syllable is true Now if you ain't blind and you ain't handicapped in your vision I think it's simple or nothing that it's really plain to see No matter how much you try, no matter how much you make an effort You niggas could never ever really fuck wit me 'Cause I'll hurt you And I will learn you a thing or two And I'll hurt you And I'll finish your career for you, I'll Catch you niggas and snatch you niggas You bunch of bumblin' fools who got me grumblin' dudes All the way down the block Keep 'em stumblin' and jumblin' over they wall Jump ours throw in the towel see you niggas is on the clock And you wanna know the time, see you tired of all your Ma, ma mumblin', ma, ma mumblin', na, na nigga I got it locked Every single time you put my shit in the CD playa And turn up the volume you bang your head Because this shit'll knock ock Continue to crumblin' niggas and tumblin' niggas You struggle while I humble a niggas wit the glock Than I watch you while I keep a fumblin' While I got you ta tre tremblin' For one of my niggas bust your head wit a rock Before I start to do another thing I'ma make you crown Me the king wit such a butter swing nigga follow the flock Now watch my brother bring all my diamonds The summer bling when I'm climbin' and from a glimpse Tell you bitch to get of my yatch Now if you ain't blind and you ain't handicapped in your vision I think it's simple or nothing that it's really plain to see No matter how much you try no matter how much you make An effort you niggas could never ever really fuck wit me 'Cause I'll hurt you And I will learn you a thing or two And I'll hurt you And I'll finish your career for you, I'll Flipmode, Aftermath Flipmode, Aftermath Flipmode, Aftermath It's official, it's official It's official, it's official"
Hip-Hop,"Sun- Sun- Sun-tzu manifested- Heh, don't take life so seriously, man! (Scratched) Sun- Sun- Sun-tzu manifested- They say that uh, we're here for a good time, man, not a long one Be at peace! Bless the bay mac dre rest in peace fat tone. Yo I ain't ever tryin to be that schmoe With three fat hoes, on a recap show I lay fly bitch down inside a sweet chateau You want a show? Push your motherfuckin' seat back, bro But you can ease back though with all the feedback though My people show me mad love whenever we back home I bake cake, stack dough, make three stacks four All we see cash come, all you see cash go Yo! Kneel down and get your kneecaps blown Oh the rap game, maybe you should leave that 'lone Same shit you snapped on, shit that we passed on I don't give a flying fuck about your d-bag song New friend tryn'a to slide up on the team back off There's not a titty that round, nor a weed that strong I'm in the game full time, fin'na see jack long You're killin' my high, let me see that bong Ces Cru you bitch! You ain't gotta guess who in the mix It's Superman standin' next to Lex Luthor and shit I'm lookin' at all of y'all like who's the next dude on the list If I had recruited you then, I bet that you would've dipped But for real dog, your rap squad's stupid as shit Staggerin', slack-jawed, wear a pair of shoe if it fits Question: Where were you when this shit Was backyard boogie down? Everybody parachuted and split 'Cause none of y'all could see what I knew would exist The fuck is more therapeutic than this? I give thanks where due It's nothing more, if you were legit then I thank you Now you Mr. Manipulation ain't it a bitch that I came to? I've done a dozen things you did in a day Way I did it damn it doesn't even begin to explain I roll a blunt, out of rosebud, Citizen Kane Bleed out my motherfuckin' soul bruh, minimum wage- what? All my enemies and critics complain They swear that one day I'll pay for my sinister ways It's really a shame; penny earned, penny was saved Career hit a spike head on, Phineas Gage, bitch"
Hip-Hop,"The room is all silent your eye lids are shut, You begin crying, saying why aint I good enough Tears running down your cheeks, 2 trails of mascara dripping off your face to your feet, All of a sudden you fall to your knees, Your body starts shaking and its making it... hard for you to breathe. Your minds playing tricks on yah, Wishing its a bad dream cause usually never happens to yah. Then youre phone rings, you know its him calling, you dont want to listen to his side of the story. You hear a lot of rumors, no way they aint true! Even though the person that told you the news only assume that whatever he did made sense that he cheated! From Every phone calls, texts, numbers you deleted Came fat lies, you didnt need to hear, but the source that you got it from is someone that is dearest to you! Chorus I dont want start again, but it feels like the end. Wasnt I good enough? See then why dint you give it up? Why did you make me choose? This is the hardest thing Ive ever had to do, But I gotta let u go and leave my tears! The room was all silent, you hear the bell ring, you put away everything, youre books and youre pens den u standup say excuse me can I pass? Smile on your face cause it was your last exam, Head to the cafeteria to meet friends, ask about the craziest night on the weekend, chat about who hooked up with who, Over hearing a name of someone dearest to you You start thinking Tell the girls keep talking Feeding you more info getting deeper in the story Then you clicked They talking about youre cousins boyfriend hooking up with someone so up in the open, leaving you in a position where you gotta tell her, you scared to though Cause you know that it will damage her but you do. You let her know everything from the start to finish making up the story from what you assume happened. Chorus I dont want start again, but it feels like the end. Wasnt I good enough? See then why dint you give it up? Why did you make me choose? This is the hardest thing Ive ever had to do but I gotta let u go And leave my tears! The room is all silent you open your eyes Your head starts pounding by the rays of the sunshine. Trying to remember what happened in your room, you still smelling alcohol and some ladies perfume. Flashbacks of you taking a few shots, taking a girl home in the risk, black spots, you begin to panic cause you know you in the wrong, 10 missed calls and messages on your phone You get scared. The butterflies start creeping, tryna ring yah girl, you assume shes sleeping. Still no answer, you can hear yourself breathing. The pace starts picking up of your heart beating Wishing that you were never put in this drunk state. You feel the buzz on your phone cause its on vibrate, a text in your inbox saying that she knows! Now I guess that you knows how the story goes... Chorus I dont want start again, but it feels like the end. Wasnt I good enough See then why dint you give it up? Why did you make me choose? This is the hardest thing Ive ever had to do but I gotta let u go And leave my tears!"
Hip-Hop,"I'm just exploring I walk up to the fine girls, say what you doing Girl, you tryna get with me I like yo taste I like yo shoes, I like yo shirt, I like yo waist Let me see what you got in that safe Uhh, yea, I said I talk to girls who talk to girls I think I ran across ya girl I think ya man just lost his girl Shit I think we been across the world The money's what we running after And what you think is coming after Shit, I heard yo girl say she want a rapper Man that shit was so dumb, I slapped her A real nigga and he want his master's I get girls cause I'm so attractive I can't fuck if it's no attachment A night with you could be so relaxing And you ain't never had thug passion Girl, you ain't never had thug passion A night with you could be so relaxing I lo' yo ass because you so elastic And you ain't never had thug passion Girl, you ain't never had thug passion A night with you could be so relaxing I lo' yo ass because you so elastic If that's who you want to be with Then baby so be it Never held your heart 'til you had the freedom to leave or stay I was never in the way But sometimes you want it And you want me to step Try so hard to fix it, baby I went from eating cheesy macaroni to capponi Told her gon' drop it down for me like you owe me When you see me don't be all on me, you don't know me You gon' be a star one day, that's what my uncle told me So I'm tryna make it happen, damn how I end up rappin' Yea, started making money when we dropped that Legal Trappin' We be going hard for seven days like Toni Braxton And she ask me do I love her, nah I just want some satisfaction Uh tell me what you do when the streets is all you Pull up to the club a hundred deep this our crew I just want all the fine girls to fall through Like Ill take her, her, her, her her, and yall too Its true that most west side niggas wear blue But I done just kicked it right there on Piru Fucking niggas say man we all about this loot West side get the money nigga this aint no fucking group Blue, red and green is the colors I salute Blue, red and green is the colors I salute Blue, red and green is the colors I salute West side get the money nigga this aint no fucking group"
Hip-Hop,"25 to life no f*cking the road Is enemies in this b*tch and i dont trust the soul So when im open here im eyes will make the best of it Break to the law you take care of the rest of it 25 to life got me feelin like im stuck, the only reason i survive is i dont give a f*ck None of bad luck and i aint never cry a tear never going home Nigga f*ck around . 25 to life 25 to life no f*cking the road Is enemies in this b*tch and i dont trust the soul So when im open here im eyes will make the best of it Break to the law you take care of the rest of it 25 to life got me feelin like im stuck, the only reason i survive is i dont give a f*ck None of bad luck and i aint never cry a tear never going home Nigga f*ck around . 25 to life 25 to life no f*cking the road Is enemies in this b*tch and i dont trust the soul So when im open here im eyes will make the best of it Break to the law you take care of the rest of it 25 to life got me feelin like im stuck, the only reason i survive is i dont give a f*ck None of bad luck and i aint never cry a tear never going home Nigga f*ck around . 25 to life"
Hip-Hop,Shortcut to part of Common Payback is a Grandmother Lyrics Pitchin' Pennies Pop's Rap Lyrics Pop's Rap III Lyrics Pop's Rap Part 2 Puppy Chow Lyrics Real Nigga Quotes Remaning Me Of (Sef) Reminding Me Lyrics Resurrection Lyrics Resurrection '95 Retrospect For Life L Soul By The Pound Lyrics Soul Power Lyrics Star *69 (PS With Love) Stolen Moments Pt. I Lyrics Stolen Moments Pt. II Lyrics Stolen Moments Pt. III Lyrics Sum Shit I Wrote Lyrics Take It EZ Lyrics Tekzilla The 6th Sense Lyrics The Bitch In Yoo Lyrics The Hustle Lyrics The Light Lyrics The Questions Lyrics The Remedy Lyrics Thelonious Lyrics Thisisme Lyrics Time Travelin' (A Tribute to Fela) Lyrics Time Travellin' Tricks Up My Sleeve Lyrics Two Scoops of Raisins Lyrics Watermelon Lyrics WMOE Lyrics Yelling Away Lyrics Full Common Lyrics...
